Cust No.,First Name,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Num Of Policies,Credit Card,Active Member,Salary,Exited
5892,Stella,Montalvo,686,France,Female,34,1,,2,Yes,No,87278,0
5893,Arthur,Wilson,588,Germany,Male,35,3,104356.38,1,Yes,No,94499,0
5894,Lucia,Doyne,605,Spain,Female,48,10,150315.92,1,No,Yes,133486,0
5895,Robert,Onwuamaeze,583,France,Male,39,1,129299.28,2,Yes,No,73108,0
5896,Victoria,K'ung,738,Germany,Male,37,7,140950.92,2,Yes,No,195334,0
5897,Adison,O'Donnell,744,Spain,Male,30,1,128065.12,1,Yes,No,121525,0
5898,Alissa,McMillan,781,France,Male,23,2,107433.48,1,Yes,No,173843,0
5899,Cherry,Chinedum,699,France,Male,34,2,117468.67,1,Yes,No,185227,0
5900,Adele,Capon,639,France,Female,27,2,,2,No,No,125244,0
5901,Vanessa,Rawling,583,France,Female,27,4,,3,Yes,No,163113,0
5902,Leonardo,Duncan,587,France,Male,42,1,,1,No,No,123007,0
5903,Daryl,Trevisani,694,France,Male,40,9,,2,Yes,No,40463,0
5904,Fiona,Ankudinova,570,France,Female,29,4,153040.03,1,Yes,Yes,131364,1
5905,Melissa,Balsillie,692,Germany,Male,45,6,142084.04,4,Yes,No,188306,1
5906,Kellan,Kerr,511,France,Female,30,5,,2,Yes,No,143995,0
5907,Carl,Worsnop,788,France,Male,32,4,112079.58,1,No,No,89369,0
5908,Kate,Yevseyev,526,Spain,Male,66,7,132044.6,2,Yes,Yes,158366,0
5909,Chelsea,Manna,749,Spain,Female,46,9,66582.81,1,Yes,No,78753,1
5910,Carlos,Siciliani,691,France,Female,33,6,,2,Yes,Yes,100408,0
5911,Michelle,Powell,481,France,Female,39,6,,1,Yes,Yes,24678,0
5912,Dale,Bazarova,752,France,Male,33,4,,2,Yes,Yes,39571,0
5913,Arianna,White,658,France,Female,38,6,102895.1,1,No,No,155666,0
5914,Jasmine,Buda,679,Spain,Male,42,2,,1,Yes,Yes,168294,0
5915,Dexter,Cattaneo,754,Germany,Male,27,7,117578.35,2,No,Yes,87908,0
5916,Carl,Lo,679,France,Male,47,10,198546.1,2,Yes,No,191199,1
5917,Adrian,Brown,633,Spain,Female,39,2,,2,No,No,191207,0
5918,Aida,Rose,674,France,Female,31,1,,1,Yes,No,128954,0
5919,Anna,Lombardo,600,Germany,Male,28,2,116623.31,1,No,Yes,59905,0
5920,Heather,McMillan,645,Spain,Male,49,8,,2,Yes,No,162013,0
5921,Ted,Howe,698,France,Male,36,6,,2,No,Yes,19232,0
5922,Dexter,Hsu,508,Spain,Male,54,10,,1,Yes,Yes,175749,0
5923,Carl,Han,555,France,Female,44,3,105770.7,3,Yes,No,60534,1
5924,Adrian,Calabrese,751,France,Female,48,9,,1,Yes,No,137508,1
5925,Aida,Riley,738,France,Female,39,1,94435.45,2,No,Yes,189431,0
5926,Anna,Biryukov,706,Germany,Female,39,8,112889.91,1,No,Yes,6724,0
5927,Heather,Broadhurst,595,France,Female,53,7,,2,Yes,No,41372,1
5928,Ted,Genovesi,577,Germany,Female,43,3,127940.47,1,No,No,125141,1
5929,Stella,Hsieh,578,Germany,Female,36,8,129745.1,1,Yes,Yes,143684,0
5930,Arthur,Kemp,699,France,Male,32,3,,2,Yes,Yes,170770,0
5931,Lucia,Chukwudi,826,France,Female,30,5,,2,No,Yes,157398,0
5932,Robert,Iqbal,656,Germany,Female,46,7,141535.52,1,Yes,No,50595,1
5933,Victoria,Teng,556,France,Female,47,2,139914.27,1,Yes,Yes,50391,0
5934,Adison,Tao,569,France,Male,41,4,120243.49,1,Yes,No,163150,1
5935,Alissa,Chinedum,765,France,Male,34,9,91835.16,1,No,No,138280,0
5936,Cherry,Stevenson,544,Spain,Male,37,2,,2,No,No,135067,0
5937,Adele,Duncan,588,Spain,Female,22,9,67178.19,1,Yes,Yes,163535,1
5938,Vanessa,Garrett,740,Spain,Female,31,8,,2,No,No,86657,0
5939,Leonardo,Yao,850,Spain,Male,38,7,115378.94,1,No,Yes,162088,0
5940,Daryl,He,766,Germany,Male,30,4,127786.28,2,Yes,Yes,28879,0
5941,Fiona,Mazzi,849,France,Female,41,6,,2,Yes,Yes,169204,1
5942,Melissa,Edwards,612,France,Female,33,0,64900.32,2,Yes,No,102426,0
5943,Kellan,Lucchesi,517,Germany,Male,53,0,109172.88,1,Yes,No,54676,1
5944,Carl,Siciliani,645,France,Female,55,7,,2,Yes,Yes,18369,0
5945,Kate,Shih,696,Germany,Male,43,4,114091.38,1,No,Yes,159888,0
5946,Chelsea,Logue,716,France,Female,40,3,,2,No,Yes,167636,0
5947,Carlos,Rechner,590,France,Male,32,9,,2,Yes,No,138889,0
5948,Michelle,O'Brien,656,France,Female,45,7,145933.27,1,Yes,Yes,199392,0
5949,Dale,Stewart,473,Germany,Female,35,7,131504.73,1,Yes,No,189560,0
5950,Arianna,Batt,742,Germany,Female,44,8,107926.02,1,No,Yes,17375,1
5951,Jasmine,Hope,834,Germany,Female,57,8,112281.6,3,Yes,No,140225,1
5952,Dexter,Ahmed,721,France,Male,41,7,,2,No,Yes,61019,0
5953,Carl,Pearson,590,Spain,Male,29,10,,1,Yes,Yes,51908,1
5954,Adrian,Kruglov,516,Spain,Female,31,7,,1,Yes,No,47019,0
5955,Aida,Gordon,850,France,Male,33,0,124781.67,1,No,Yes,33701,0
5956,Anna,Trujillo,748,France,Female,39,9,132865.56,1,Yes,Yes,59636,1
5957,Heather,Pagnotto,798,Germany,Female,38,4,129055.13,1,Yes,No,157148,0
5958,Ted,Horton,612,Germany,Male,76,6,96166.88,1,Yes,Yes,191393,0
5959,Stella,DeRose,540,France,Female,40,3,165298.12,1,No,Yes,199863,0
5960,Arthur,Chiang,719,Spain,Female,33,7,,2,Yes,No,20017,0
5961,Lucia,Gill,598,France,Male,48,6,120682.53,1,Yes,No,30636,1
5962,Robert,Trevisano,796,Spain,Male,32,5,102773.15,2,No,Yes,117833,0
5963,Victoria,Morrison,579,Germany,Male,42,0,144386.32,1,Yes,Yes,22497,1
5964,Adison,Onuora,850,Germany,Female,40,7,104449.8,1,Yes,Yes,748,0
5965,Alissa,Ikenna,599,Spain,Male,35,6,137102.65,1,No,No,76871,0
5966,Cherry,Mancini,724,France,Female,30,9,142475.87,1,Yes,Yes,107848,0
5967,Adele,Moss,508,France,Female,43,9,,1,Yes,No,103727,0
5968,Vanessa,Ting,773,Spain,Male,37,2,103195.2,2,Yes,No,178268,0
5969,Leonardo,Tai,526,France,Male,28,1,112070.44,1,No,Yes,126282,0
5970,Daryl,Pan,542,France,Female,29,7,,2,No,Yes,196652,0
5971,Fiona,Wilson,470,France,Male,35,1,96473.59,1,No,No,5962,0
5972,Melissa,Bianchi,805,Spain,Male,37,5,,2,Yes,No,21929,0
5973,Kellan,Holman,548,Germany,Male,49,9,108437.89,1,No,No,127023,1
5974,Carl,Obidimkpa,672,France,Male,37,5,153195.59,1,Yes,Yes,162763,0
5975,Kate,Wallace,773,France,Male,45,8,96877.21,1,Yes,Yes,113951,0
5976,Chelsea,Ash,614,France,Male,44,6,,2,No,Yes,104930,0
5977,Carlos,Ku,537,France,Female,38,10,,1,No,No,52338,1
5978,Michelle,Uspensky,704,France,Female,40,6,95452.89,1,No,Yes,179965,0
5979,Dale,Shih,586,Spain,Male,41,3,63873.56,1,Yes,No,83754,0
5980,Arianna,Kumm,677,France,Female,24,0,148298.59,2,No,No,182914,0
5981,Jasmine,Carey,558,Spain,Female,31,7,,2,Yes,No,166720,0
5982,Dexter,Farber,634,Germany,Female,37,7,143258.85,2,Yes,No,192722,0
5983,Carl,Calabrese,655,Germany,Male,37,9,121342.24,1,Yes,Yes,180241,0
5984,Adrian,Findlay,619,Germany,Female,28,6,99152.73,2,Yes,No,48475,0
5985,Aida,Yu,662,France,Female,41,4,,2,Yes,No,126551,0
5986,Anna,Edments,705,Spain,Male,33,7,68423.89,1,Yes,Yes,64873,0
5987,Heather,Brown,527,Spain,Female,35,8,,1,Yes,No,98032,1
5988,Ted,Lindon,630,Germany,Female,25,7,79656.81,1,Yes,No,93524,0
5989,Dexter,Chukwudi,850,France,Male,35,2,,2,Yes,Yes,56992,0
5990,Carl,Caldwell,668,France,Female,53,10,110240.04,1,No,No,183981,1
5991,Adrian,Li Fonti,573,France,Female,32,9,125321.84,2,Yes,Yes,130235,0
5992,Aida,Pitcher,680,France,Male,27,3,,1,Yes,No,32454,0
5993,Anna,Capon,758,France,Female,32,2,84378.9,1,Yes,Yes,75396,0
5994,Heather,Kable,597,France,Male,45,7,,2,No,No,167756,0
5995,Ted,Lo Duca,580,Germany,Male,35,10,136281.41,2,Yes,Yes,24799,0
5996,Stella,Kulikova,622,France,Male,59,5,119380.37,1,Yes,Yes,60429,0
5997,Arthur,Navarrete,638,Germany,Male,62,4,108716.59,2,Yes,Yes,74241,0
5998,Lucia,Huguley,640,France,Female,20,4,,2,No,Yes,78311,0
5999,Robert,Han,644,Spain,Male,28,0,,2,Yes,No,119419,0
6000,Victoria,Horsley,753,France,Female,31,6,106596.29,1,No,No,91306,0
6001,Adison,Massie,629,France,Female,37,10,99546.25,3,No,Yes,25137,1
6002,Alissa,Singh,775,France,Female,30,5,,1,Yes,No,193881,1
6003,Cherry,H?,701,France,Female,41,2,,1,Yes,No,47857,0
6004,Adele,Doyle,708,Spain,Male,19,7,112615.86,1,Yes,Yes,4492,0
6005,Vanessa,Grant,521,Spain,Female,22,10,,1,Yes,Yes,101312,0
6006,Leonardo,Law,636,France,Female,24,9,,2,No,Yes,38831,0
6007,Daryl,King,529,France,Female,31,5,,2,Yes,No,26817,0
6008,Fiona,Onwubiko,757,France,Male,28,3,75381.15,1,Yes,Yes,199728,0
6009,Melissa,Romano,767,Spain,Female,24,5,,2,Yes,Yes,67446,0
6010,Kellan,Okwudilichukwu,525,Spain,Male,33,5,,2,Yes,No,161002,0
6011,Carl,Milano,759,Spain,Male,38,1,,2,Yes,No,20778,0
6012,Kate,Parker,520,Germany,Female,45,1,123086.39,1,Yes,Yes,41042,1
6013,Chelsea,Aitken,738,France,Female,26,3,,2,Yes,No,67484,0
6014,Carlos,Obiora,548,Spain,Male,37,4,,1,Yes,No,121764,0
6015,Michelle,Vasilyeva,535,Spain,Male,48,9,109472.47,1,Yes,No,157358,1
6016,Dale,Chiabuotu,615,Spain,Male,59,4,155766.05,1,Yes,Yes,110275,0
6017,Arianna,Slater,850,Germany,Male,38,7,101985.81,2,No,No,43801,0
6018,Jasmine,Hughes,487,France,Female,34,2,96019.5,1,No,No,9085,0
6019,Dexter,Menkens,731,France,Male,30,7,,2,No,Yes,143086,0
6020,Carl,Pisani,726,Spain,Female,35,9,,2,No,Yes,100557,0
6021,Adrian,Y?an,609,France,Female,35,2,147900.43,1,Yes,No,140000,0
6022,Aida,Milani,714,France,Male,52,4,100755.66,1,Yes,Yes,186775,0
6023,Anna,Chin,694,Spain,Female,35,7,,1,Yes,No,133570,1
6024,Heather,Fu,786,France,Female,33,0,83036.05,1,No,Yes,154991,1
6025,Ted,Howells,698,Spain,Male,27,6,125427.37,2,No,No,27654,0
6026,Stella,Ni,601,France,Female,46,3,98202.76,1,No,No,137764,0
6027,Arthur,Maslova,769,Spain,Male,41,1,72509.91,1,Yes,No,25724,0
6028,Lucia,Forster,850,Germany,Male,44,3,140393.65,2,No,Yes,186286,0
6029,Robert,Sun,646,Spain,Female,50,5,142644.64,2,Yes,Yes,142209,1
6030,Victoria,Bocharova,659,France,Female,44,9,23503.31,1,No,Yes,169862,1
6031,Adison,Y?an,487,Spain,Male,33,8,145729.71,1,Yes,No,41366,0
6032,Alissa,Singh,740,Germany,Female,40,2,122295.17,2,Yes,Yes,30813,0
6033,Cherry,Nkemakonam,686,France,Male,39,4,,2,Yes,No,155024,0
6034,Adele,Chiemenam,612,Spain,Female,36,5,119799.27,2,Yes,No,159417,0
6035,Vanessa,Angelo,655,Spain,Male,37,8,163708.58,2,No,No,76259,0
6036,Leonardo,Frolov,617,France,Male,34,1,61687.33,2,Yes,No,105965,0
6037,Daryl,West,674,France,Female,27,4,79144.34,1,No,Yes,50744,0
6038,Fiona,Beatham,711,Spain,Male,32,5,,2,Yes,Yes,147720,0
6039,Melissa,Pollard,624,Germany,Female,27,7,104848.68,1,Yes,Yes,167387,0
6040,Kellan,Hsing,597,Spain,Male,26,5,,2,No,Yes,95159,0
6041,Carl,Dowse,682,Spain,Male,46,4,,1,Yes,Yes,4654,0
6042,Kate,Lucciano,775,France,Male,45,8,,1,Yes,No,130377,0
6043,Chelsea,Godfrey,727,France,Female,29,1,146652.01,1,Yes,Yes,173486,0
6044,Carlos,Gratton,629,France,Male,31,6,,2,Yes,No,93882,0
6045,Michelle,Manning,684,France,Male,46,0,,2,Yes,Yes,36377,0
6046,Dale,Mazzi,549,Germany,Female,37,1,130622.34,2,Yes,Yes,128500,0
6047,Arianna,Wall,593,Germany,Male,69,2,187013.13,2,No,Yes,105899,0
6048,Jasmine,Sims,536,Spain,Male,40,9,,2,Yes,Yes,11959,0
6049,Dexter,Allan,707,France,Female,36,6,,1,No,No,98811,0
6050,Carl,Griffen,592,Spain,Male,41,0,,2,Yes,No,65906,0
6051,Adrian,Russell,703,France,Male,44,6,98862.54,1,Yes,No,151517,0
6052,Aida,Brown,723,Spain,Female,45,4,,2,Yes,No,37214,0
6053,Anna,Palerma,452,Germany,Male,52,1,98443.14,2,No,No,92034,0
6054,Heather,Gilbert,552,Spain,Male,42,4,,2,No,No,195692,0
6055,Ted,Uvarov,633,France,Female,47,0,,1,Yes,Yes,6343,1
6056,Dexter,Wisdom,479,Germany,Female,23,9,123575.51,1,No,Yes,95148,0
6057,Carl,Hussain,768,France,Male,25,6,,2,Yes,Yes,21216,0
6058,Adrian,Woods,742,France,Male,31,4,105239.1,1,Yes,Yes,19700,0
6059,Aida,Cameron,668,Germany,Male,56,9,110993.79,1,Yes,No,134397,1
6060,Anna,Mai,707,Spain,Male,44,3,,2,Yes,Yes,135077,0
6061,Heather,Gibson,754,Spain,Male,39,7,157691.98,2,Yes,No,133601,1
6062,Ted,Grigoryeva,544,Germany,Male,47,5,105245.21,1,No,No,99922,1
6063,Stella,Gunter,718,Spain,Male,32,8,,2,Yes,Yes,41399,0
6064,Arthur,Arcuri,762,France,Male,31,7,117687.35,1,Yes,Yes,159344,0
6065,Lucia,Tung,772,France,Male,23,2,,2,Yes,No,18364,0
6066,Robert,Smith,691,Germany,Female,37,7,123067.63,1,Yes,Yes,98162,1
6067,Victoria,Lori,502,France,Male,45,0,,1,No,No,84663,0
6068,Adison,Chidimma,563,France,Female,34,6,,2,No,No,36537,0
6069,Alissa,Ting,676,France,Female,41,4,101457.14,1,Yes,Yes,79102,0
6070,Cherry,Tsao,576,Spain,Male,52,2,100549.43,2,Yes,Yes,16644,0
6071,Adele,Collee,629,Spain,Male,35,4,174588.8,2,No,Yes,158420,0
6072,Vanessa,Lettiere,625,Spain,Male,52,8,121161.57,1,Yes,No,48988,0
6073,Leonardo,Fu,628,France,Male,45,9,,2,Yes,Yes,96863,0
6074,Daryl,Bergamaschi,471,Germany,Female,36,5,90063.74,2,Yes,Yes,96367,0
6075,Fiona,Dyer,811,France,Female,45,5,,2,Yes,Yes,146123,0
6076,Melissa,Buccho,504,France,Male,42,3,134936.97,2,No,No,135179,0
6077,Kellan,Jones,687,France,Female,24,3,110495.27,1,Yes,No,158615,0
6078,Carl,Nebechi,660,Germany,Female,37,2,133200.09,1,No,No,71434,0
6079,Kate,Ibekwe,548,France,Female,41,4,82596.8,1,No,Yes,55672,0
6080,Chelsea,Gorshkov,609,Germany,Male,31,9,103837.75,1,Yes,Yes,150218,0
6081,Carlos,Nweke,659,Spain,Female,42,2,,1,No,No,162734,1
6082,Michelle,Hairston,526,France,Male,52,8,93590.47,1,No,Yes,21229,1
6083,Dale,Loggia,725,Germany,Male,40,8,104149.66,1,Yes,No,62028,0
6084,Arianna,Morgan,519,Germany,Male,38,1,114141.64,1,Yes,Yes,60988,1
6085,Jasmine,Abdulov,562,Germany,Female,31,9,117153,1,Yes,Yes,108675,0
6086,Dexter,Norris,482,Germany,Male,45,7,156353.46,1,Yes,No,72644,1
6087,Carl,Clark,535,Spain,Male,37,3,175534.78,2,Yes,Yes,9242,0
6088,Adrian,Chukwudi,561,France,Female,27,9,135637,1,Yes,No,153080,1
6089,Aida,Perkin,661,France,Female,30,7,,2,Yes,No,72197,0
6090,Anna,Ch'ang,771,France,Male,27,2,,2,Yes,Yes,199527,0
6091,Heather,Kang,545,France,Male,26,7,,2,No,Yes,156598,0
6092,Ted,Chukwudi,850,Germany,Female,33,2,83415.04,1,No,Yes,74918,0
6093,Stella,Frolova,601,Germany,Male,43,3,141859.12,2,Yes,Yes,111250,0
6094,Arthur,Chiu,712,Germany,Male,38,7,132767.66,2,Yes,Yes,59116,0
6095,Lucia,Simpson,589,France,Female,31,10,110635.32,1,Yes,No,148219,0
6096,Robert,McLean,600,Spain,Male,37,8,177657.35,1,Yes,Yes,77142,0
6097,Victoria,Hu,642,Germany,Male,41,4,157777.58,1,Yes,No,67485,0
6098,Adison,Savage,575,Germany,Male,47,9,107915.94,2,Yes,Yes,63452,1
6099,Alissa,Wallace,570,Germany,Female,57,5,86568.75,1,No,Yes,103660,0
6100,Cherry,Winter,532,Germany,Male,52,9,137755.76,1,Yes,No,163192,1
6101,Adele,Ho,796,France,Male,30,2,137262.71,2,Yes,No,62905,0
6102,Vanessa,Su,833,Spain,Male,32,6,,1,Yes,Yes,44323,1
6103,Leonardo,Li Fonti,642,Spain,Female,36,6,,2,Yes,Yes,97939,0
6104,Daryl,Ives,655,France,Male,28,10,,2,No,Yes,126565,0
6105,Fiona,Trevisani,736,Germany,Male,50,9,116309.01,1,Yes,No,185360,1
6106,Melissa,Bond,617,France,Female,34,0,131244.65,2,Yes,No,183229,0
6107,Kellan,Lettiere,762,Germany,Male,28,3,125155.83,2,Yes,Yes,106024,0
6108,Carl,Houghton,703,Germany,Male,35,5,140691.08,2,Yes,No,167810,0
6109,Kate,Lei,507,France,Male,41,3,58820.32,2,Yes,Yes,138536,0
6110,Chelsea,Stirling,581,Germany,Female,26,3,105099.45,1,Yes,Yes,184520,1
6111,Carlos,Grant,593,France,Male,31,9,,2,No,Yes,20492,0
6112,Michelle,Baresi,648,France,Male,23,9,168372.52,1,Yes,No,134677,0
6113,Dale,Pearce,462,Germany,Male,34,1,94682.56,2,Yes,No,138478,0
6114,Arianna,Rutledge,596,Spain,Male,36,2,,2,No,Yes,125558,0
6115,Jasmine,Udegbunam,627,France,Female,44,5,,2,Yes,No,82970,1
6116,Dexter,Zaytseva,494,France,Male,40,7,,2,No,Yes,158072,0
6117,Carl,Onyemauchechukwu,627,France,Male,73,0,146329.73,1,No,Yes,43616,0
6118,Adrian,Mullah,850,Spain,Male,37,2,,2,Yes,No,119970,0
6119,Aida,Candler,632,France,Female,49,5,167962.7,1,No,No,140201,0
6120,Anna,Konovalova,490,France,Male,33,1,,2,Yes,Yes,80793,0
6121,Heather,Lei,715,France,Male,40,7,,1,Yes,Yes,141359,0
6122,Ted,Hollis,679,France,Male,48,8,,2,Yes,No,23345,0
6123,Dexter,Lionel,619,France,Male,44,3,116967.68,1,Yes,No,5075,1
6124,Carl,Francis,465,Spain,Female,33,6,,2,Yes,Yes,95501,0
6125,Adrian,Carter,736,Spain,Male,32,7,,1,No,Yes,79083,0
6126,Aida,Mai,501,Germany,Female,34,7,93244.42,1,No,Yes,199806,0
6127,Anna,Johnson,535,France,Female,29,5,,2,No,Yes,52710,0
6128,Heather,Sherman,759,France,Female,33,2,,2,Yes,No,56584,0
6129,Ted,Sabbatini,819,France,Male,35,1,,2,No,Yes,3385,0
6130,Stella,Shih,533,Germany,Male,43,4,80442.06,2,No,Yes,12537,0
6131,Arthur,Yao,632,Germany,Female,35,2,150561.03,2,No,No,64723,0
6132,Lucia,Ko,686,France,Male,60,9,,3,Yes,Yes,75246,1
6133,Robert,Kazakova,687,France,Female,34,9,125474.44,1,Yes,No,198930,0
6134,Victoria,Chiganu,667,Germany,Female,33,4,127076.68,2,Yes,No,69012,0
6135,Adison,Nucci,699,Spain,Female,25,8,,2,Yes,Yes,52404,0
6136,Alissa,Marsden,497,Spain,Male,37,8,128650.11,2,Yes,Yes,163642,0
6137,Cherry,Serena,780,Spain,Female,33,6,145580.61,1,Yes,Yes,154599,0
6138,Adele,McLean,652,France,Female,51,3,,1,Yes,No,173989,1
6139,Vanessa,Longo,477,France,Male,47,9,144900.58,1,Yes,No,61315,1
6140,Leonardo,Wilson,652,France,Female,37,4,,2,Yes,No,143393,0
6141,Daryl,Hsiung,488,France,Female,31,8,97588.6,1,No,No,124211,0
6142,Fiona,Wright,572,France,Male,24,1,,2,Yes,Yes,151461,0
6143,Melissa,Folliero,755,France,Female,38,1,,2,Yes,No,20735,0
6144,Kellan,Johnston,779,Germany,Female,24,10,122200.31,2,Yes,No,43706,0
6145,Carl,Palermo,693,Spain,Female,46,3,151709.33,1,Yes,No,180736,0
6146,Kate,Nwabugwu,530,Spain,Female,22,7,,2,Yes,No,104170,0
6147,Chelsea,Endrizzi,738,Spain,Female,33,3,122134.4,2,No,Yes,27868,0
6148,Carlos,Tuan,690,Germany,Male,31,2,137260.45,2,Yes,No,55387,0
6149,Michelle,Udobata,611,France,Female,30,9,88594.14,1,Yes,No,196332,0
6150,Dale,Ibezimako,643,Spain,Male,34,6,,2,Yes,Yes,116046,0
6151,Arianna,Maclean,632,Germany,Male,41,8,127205.32,4,Yes,No,93875,1
6152,Jasmine,Shaw,727,Spain,Female,31,10,96997.09,2,No,No,76614,0
6153,Dexter,Cummins,508,France,Female,64,2,,1,Yes,Yes,6077,0
6154,Carl,Lavrentiev,550,France,Male,31,5,142200.19,2,Yes,Yes,122222,0
6155,Adrian,Saunders,754,Germany,Female,39,3,160761.41,1,Yes,Yes,24156,0
6156,Aida,Fiorentino,759,France,Male,26,4,,2,Yes,No,135395,0
6157,Anna,Knight,794,Spain,Male,33,8,,2,No,No,91340,0
6158,Heather,Manfrin,549,France,Male,29,3,,2,Yes,No,146090,0
6159,Ted,Zetticci,671,France,Male,31,0,116234.61,1,Yes,No,172096,0
6160,Stella,Angelo,756,Germany,Female,26,5,155143.52,1,No,Yes,135035,1
6161,Arthur,Zhdanov,632,France,Female,21,1,,2,Yes,No,84009,0
6162,Lucia,Peck,579,France,Male,38,8,,2,No,No,91764,0
6163,Robert,Uwaezuoke,748,France,Male,34,5,84009.47,1,Yes,Yes,137001,0
6164,Victoria,White,488,Germany,Female,28,7,139246.22,2,Yes,No,106799,0
6165,Adison,Greco,710,Germany,Male,58,7,170113,2,No,Yes,10495,0
6166,Alissa,Chu,619,Spain,Female,41,8,,3,Yes,Yes,79867,1
6167,Cherry,Kodilinyechukwu,773,France,Male,64,2,145578.28,1,No,Yes,186173,0
6168,Adele,Scott,657,Spain,Male,75,7,126273.95,1,No,Yes,91674,0
6169,Vanessa,Enyinnaya,579,France,Female,26,10,162482.76,1,Yes,Yes,18458,0
6170,Leonardo,Hao,542,France,Male,29,9,,1,Yes,No,8342,0
6171,Daryl,McElhone,709,France,Female,32,2,87814.89,1,Yes,No,138578,0
6172,Fiona,Ko,617,Spain,Male,61,3,113858.95,1,Yes,Yes,38129,0
6173,Melissa,Day,568,Germany,Male,43,5,87612.64,4,Yes,Yes,107155,1
6174,Kellan,Harris,769,France,Female,73,1,,1,Yes,Yes,29792,0
6175,Carl,Gerald,608,Germany,Male,26,1,106648.98,1,No,Yes,7064,0
6176,Kate,Nebeuwa,503,Spain,Male,31,4,,2,Yes,Yes,21645,0
6177,Chelsea,Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2,Yes,Yes,137080,0
6178,Carlos,Maruff,731,Germany,Male,37,3,116880.53,1,No,No,172718,1
6179,Michelle,Howe,850,Germany,Female,40,4,97990.49,2,No,No,106691,0
6180,Dale,Knepper,591,Germany,Female,34,4,150635.3,1,Yes,Yes,72275,0
6181,Arianna,Fennell,579,Spain,Male,37,4,,2,Yes,Yes,32247,0
6182,Jasmine,T'ao,570,France,Male,39,10,129674.89,2,Yes,No,80552,0
6183,Dexter,Morris,709,France,Female,37,9,,2,Yes,No,16734,0
6184,Carl,Holmes,611,France,Male,53,3,83568.26,1,No,No,1235,0
6185,Adrian,Yu,775,Spain,Male,48,4,178144.91,2,No,No,50168,1
6186,Aida,Walker,699,Germany,Male,36,6,147137.74,1,Yes,Yes,33688,0
6187,Anna,Edwards,618,France,Male,37,5,,1,No,Yes,178705,1
6188,Heather,Harvey,704,France,Male,36,3,114370.41,1,No,Yes,66810,0
6189,Ted,McDonald,835,Germany,Female,47,5,108289.28,2,Yes,Yes,45860,1
6190,Dexter,Chambers,714,Germany,Male,39,3,149887.49,2,Yes,No,63846,0
6191,Carl,Reed,581,Spain,Female,43,4,170172.9,1,No,Yes,100236,0
6192,Adrian,Shih,592,France,Male,27,3,,2,Yes,Yes,19646,0
6193,Aida,Onyemachukwu,551,France,Male,43,7,,2,Yes,No,178394,0
6194,Anna,Teng,689,Germany,Female,28,2,64808.32,2,No,No,78591,0
6195,Heather,Hand,604,France,Female,56,0,62732.65,1,No,Yes,124955,0
6196,Ted,Onyemauchechukwu,514,France,Female,41,7,,2,Yes,Yes,3757,0
6197,Stella,Bailey,698,France,Male,29,5,95167.55,1,Yes,Yes,152723,0
6198,Arthur,Chiang,581,Germany,Female,54,2,152508.99,1,Yes,No,187598,1
6199,Lucia,Maclean,573,Germany,Male,31,0,134644.19,1,Yes,Yes,70381,0
6200,Robert,Yobachi,449,Spain,Female,33,8,,2,No,No,156793,0
6201,Victoria,Munro,850,Germany,Female,31,3,51293.47,1,No,No,35535,0
6202,Adison,Chidi,612,France,Male,41,5,,3,No,No,151256,0
6203,Alissa,Chamberlain,690,Spain,Male,49,8,116622.73,1,No,Yes,51011,0
6204,Cherry,Trujillo,599,Spain,Female,49,2,,2,Yes,No,111191,0
6205,Adele,Tang,498,France,Male,33,1,198113.86,1,Yes,No,69664,0
6206,Vanessa,Wilson,497,France,Female,29,4,85646.81,1,No,No,63233,1
6207,Leonardo,Mann,802,Spain,Male,51,7,,1,No,Yes,40856,0
6208,Daryl,Parry,644,France,Male,33,9,141234.98,1,Yes,No,95673,0
6209,Fiona,Manfrin,714,France,Male,34,10,,2,Yes,Yes,80234,0
6210,Melissa,Millar,690,France,Female,40,9,77641.99,1,No,No,189052,1
6211,Kellan,Simmons,522,Spain,Male,30,3,,2,Yes,No,145491,0
6212,Carl,Beneventi,502,Germany,Female,40,7,117304.29,1,No,No,196278,0
6213,Kate,Chung,730,Spain,Female,62,2,,2,Yes,Yes,162889,0
6214,Chelsea,Maxwell,590,Germany,Male,36,6,92340.69,2,Yes,Yes,174668,0
6215,Carlos,Dale,458,Germany,Male,35,9,146780.52,2,Yes,Yes,3476,0
6216,Michelle,Stevens,553,Spain,Male,41,6,144974.55,1,Yes,Yes,19345,0
6217,Dale,Wei,479,France,Male,47,1,,1,Yes,No,95271,0
6218,Arianna,Chiu,693,France,Male,31,2,,2,Yes,Yes,107759,0
6219,Jasmine,Duncan,707,Spain,Male,43,10,,2,Yes,No,118368,0
6220,Dexter,Brady,636,Spain,Male,37,1,115137.26,1,Yes,No,52484,0
6221,Carl,Macleod,807,France,Male,33,10,101952.97,2,Yes,No,178154,0
6222,Adrian,Berkeley,513,France,Female,45,0,164649.52,3,Yes,No,49916,1
6223,Aida,Kaur,582,France,Male,31,2,,2,Yes,Yes,33747,0
6224,Anna,Bell,694,France,Male,32,0,91956.49,1,Yes,Yes,59962,0
6225,Heather,Nwokike,777,France,Male,39,8,,2,Yes,Yes,18614,0
